history,L,count,p_emp,p_model,p_calibrated
11011,5,6781,0.5086270570755005,0.5482660531997681,
110110,6,3332,1.0,0.979492723941803,
1101101,7,3332,0.49849939346313477,0.5494202971458435,
11011010,8,1671,1.0,0.982751190662384,
11011011,8,1661,0.5213726758956909,0.5501683950424194,
110111,6,3449,0.4952160120010376,0.5491575598716736,
1101110,7,1741,1.0,0.992429792881012,
11011101,8,1741,0.504882276058197,0.5501341819763184,
1101111,7,1708,0.4812646508216858,0.5499933958053589,
11011110,8,886,1.0,0.9876505732536316,
11011111,8,822,0.5048661828041077,0.5507586598396301,
111,3,13450,0.4996282458305359,0.5472766757011414,
1110,4,6730,1.0,0.941891610622406,
11101,5,6730,0.5121842622756958,0.5482599139213562,
111010,6,3283,1.0,0.975037693977356,
1110101,7,3283,0.5098994970321655,0.5496364831924438,
11101010,8,1609,1.0,0.9769564270973206,
11101011,8,1674,0.4928315281867981,0.5502532720565796,
111011,6,3447,0.5036263465881348,0.5493086576461792,
1110110,7,1711,1.0,0.9903258085250854,
11101101,8,1711,0.5002922415733337,0.5502251386642456,
1110111,7,1736,0.5063363909721375,0.5502895712852478,
11101110,8,857,1.0,0.9839081168174744,
11101111,8,879,0.4664391279220581,0.5509861707687378,
1111,4,6720,0.4980654716491699,0.5478094220161438,
11110,5,3373,1.0,0.9804139733314514,
111101,6,3373,0.5152683258056641,0.5492463707923889,
1111010,7,1635,1.0,0.9870320558547974,
11110101,8,1635,0.5198776721954346,0.550251305103302,
1111011,7,1738,0.5230149626731873,0.5503676533699036,
11110110,8,829,1.0,0.9774969220161438,
11110111,8,909,0.49614962935447693,0.5511103868484497,
11111,5,3347,0.507319986820221,0.5483608841896057,
111110,6,1649,1.0,0.9887274503707886,
1111101,7,1649,0.5281988978385925,0.5502837300300598,
11111010,8,778,1.0,0.9662833213806152,
11111011,8,871,0.5338690876960754,0.5510304570198059,
111111,6,1698,0.5088339447975159,0.5489456653594971,
1111110,7,834,1.0,0.9881988763809204,
11111101,8,834,0.5371702909469604,0.550850510597229,
1111111,7,864,0.5069444179534912,0.5495474934577942,
11111110,8,426,1.0,0.9450448155403137,
11111111,8,438,0.4954337775707245,0.5472573041915894,
