history,L,count,p_emp,p_model,p_calibrated
0110011,7,1087,0.48114076256752014,0.6704018115997314,0.9991756081581116
01100110,8,564,0.5017730593681335,0.6188786029815674,0.9922163486480713
01100111,8,523,1.0,0.6606050729751587,0.9987204074859619
01101,5,2089,1.0,0.6727049350738525,0.9992572665214539
011011,6,2089,0.5069411396980286,0.6682788729667664,0.999092698097229
0110110,7,1030,0.4883495271205902,0.619803786277771,0.9925135970115662
01101100,8,527,0.5237191915512085,0.6324073672294617,0.9956167936325073
01101101,8,503,1.0,0.6679942607879639,0.999081015586853
0110111,7,1059,1.0,0.6594952940940857,0.9986555576324463
01101111,8,1059,0.493862122297287,0.661722719669342,0.9987825751304626
0111,4,4154,1.0,0.6671390533447266,0.9990448355674744
01111,5,4154,0.494463175535202,0.6627076864242554,0.998835027217865
011110,6,2100,0.5152381062507629,0.6294644474983215,0.9950292706489563
0111100,7,1018,0.4754420518875122,0.637090265750885,0.9964156150817871
01111000,8,534,0.5112359523773193,0.6397736072540283,0.9968076944351196
01111001,8,484,1.0,0.6744383573532104,0.9993135929107666
0111101,7,1082,1.0,0.6701709628105164,0.9991669654846191
01111011,8,1082,0.49722737073898315,0.6648425459861755,0.9989411234855652
011111,6,2054,1.0,0.6639582514762878,0.9988982677459717
0111111,7,2054,0.49756571650505066,0.6647555828094482,0.9989369511604309
01111110,8,1032,0.4990310072898865,0.640440821647644,0.9968985319137573
01111111,8,1022,1.0,0.6656405925750732,0.9989783763885498
1,1,33233,0.7472993731498718,0.687717854976654,0.9996274709701538
10,2,8398,0.5041676759719849,0.6218385100364685,0.9931291937828064
100,3,4164,0.5,0.6272169947624207,0.9945299029350281
1000,4,2082,0.5028818249702454,0.6404334902763367,0.9968975782394409
10000,5,1035,0.4898550808429718,0.6456546187400818,0.9975271821022034
100000,6,528,0.46590909361839294,0.6462384462356567,0.9975893497467041
1000000,7,282,0.5,0.6459527015686035,0.9975590705871582
10000000,8,141,0.5531914830207825,0.6532872915267944,0.9982303977012634
10000001,8,141,1.0,0.7006011605262756,0.9997969269752502
1000001,7,246,1.0,0.6914188861846924,0.999686598777771
10000011,8,246,0.4796747863292694,0.6832587122917175,0.9995418787002563
100001,6,507,1.0,0.6871216893196106,0.9996169805526733
1000011,7,507,0.483234703540802,0.6780306696891785,0.9994174242019653
10000110,8,262,0.5,0.6082637310028076,0.9878738522529602
10000111,8,245,1.0,0.6665369868278503,0.999018669128418
10001,5,1047,1.0,0.6845974922180176,0.9995693564414978
100011,6,1047,0.5090735554695129,0.6751465797424316,0.9993353486061096
1000110,7,514,0.4630350172519684,0.6144054532051086,0.9906100630760193
10001100,8,276,0.5289855003356934,0.6274529695510864,0.9945845007896423
10001101,8,238,1.0,0.6739493012428284,0.999298095703125
1000111,7,533,1.0,0.6642321944236755,0.9989117383956909
10001111,8,533,0.46904316544532776,0.6645696759223938,0.9989281296730042
1001,4,2082,1.0,0.681839644908905,0.9995108842849731
10011,5,2082,0.49039384722709656,0.6732082962989807,0.9992740750312805
100110,6,1061,0.5212064385414124,0.6140769720077515,0.9904802441596985
1001100,7,508,0.48622047901153564,0.629224956035614,0.9949782490730286
10011000,8,261,0.5134099721908569,0.6420398354530334,0.9971062541007996
10011001,8,247,1.0,0.6820203065872192,0.9995149374008179
1001101,7,553,1.0,0.670092761516571,0.9991639852523804
10011011,8,553,0.4972875118255615,0.6680888533592224,0.9990848302841187
100111,6,1021,1.0,0.6620588302612305,0.9988007545471191
1001111,7,1021,0.5073457360267639,0.6624299883842468,0.9988203644752502
10011110,8,503,0.5308151245117188,0.634878396987915,0.9960576295852661
10011111,8,518,1.0,0.6677810549736023,0.9990720748901367
101,3,4234,1.0,0.6782019734382629,0.9994219541549683
1011,4,4233,0.4977557361125946,0.6713339686393738,0.9992096424102783
10110,5,2126,0.4882408380508423,0.6152985095977783,0.9909544587135315
101100,6,1088,0.515625,0.629798948764801,0.9950997233390808
1011000,7,527,0.4876660406589508,0.6388301849365234,0.9966747760772705
10110000,8,270,0.4481481611728668,0.6453288793563843,0.9974918365478516
10110001,8,257,1.0,0.6872230768203735,0.9996187686920166
1011001,7,561,1.0,0.6770277619361877,0.9993900060653687
10110011,8,561,0.4901960790157318,0.6692473292350769,0.9991315007209778
101101,6,1038,1.0,0.6692785620689392,0.9991326928138733
1011011,7,1038,0.5057803392410278,0.6666948795318604,0.9990255832672119
10110110,8,513,0.4873294234275818,0.6200554966926575,0.9925925135612488
10110111,8,525,1.0,0.6582780480384827,0.9985809326171875
10111,5,2107,1.0,0.6615061163902283,0.9987707734107971
101111,6,2107,0.49833887815475464,0.661234974861145,0.9987558126449585
1011110,7,1057,0.5146641731262207,0.6350411772727966,0.9960851669311523
10111100,8,513,0.4600389897823334,0.6408942341804504,0.99695885181427
10111101,8,544,1.0,0.6706310510635376,0.9991840720176697
1011111,7,1050,1.0,0.6653216481208801,0.9989635944366455
10111111,8,1050,0.5009523630142212,0.6699446439743042,0.9991583824157715
11,2,24834,0.6618345975875854,0.6782070994377136,0.9994220733642578
110,3,8398,0.5041676759719849,0.6108348369598389,0.9891021251678467
1100,4,4164,0.5,0.6272280812263489,0.9945323467254639
11000,5,2082,0.5028818249702454,0.6399428844451904,0.9968309998512268
110000,6,1035,0.4898550808429718,0.6434082984924316,0.9972731471061707
1100000,7,528,0.46590909361839294,0.6423689126968384,0.997147262096405
11000000,8,282,0.5,0.651217520236969,0.9980615973472595
11000001,8,246,1.0,0.7046599984169006,0.9998327493667603
1100001,7,507,1.0,0.6871419548988342,0.999617338180542
11000011,8,507,0.483234703540802,0.682929515838623,0.9995348453521729
110001,6,1047,1.0,0.6824470162391663,0.9995243549346924
1100011,7,1047,0.5090735554695129,0.6733919978141785,0.9992801547050476
11000110,8,514,0.4630350172519684,0.6108739376068115,0.9891198873519897
11000111,8,533,1.0,0.6653157472610474,0.9989633560180664
11001,5,2082,1.0,0.6786899566650391,0.9994346499443054
110011,6,2082,0.49039384722709656,0.6704018115997314,0.9991756081581116
1100110,7,1061,0.5212064385414124,0.6188786029815674,0.9922163486480713
11001100,8,508,0.48622047901153564,0.6297503113746643,0.995089590549469
11001101,8,553,1.0,0.6746941804885864,0.999321460723877
1100111,7,1021,1.0,0.6606050729751587,0.9987204074859619
11001111,8,1021,0.5073457360267639,0.6664609909057617,0.9990153312683105
1101,4,4234,1.0,0.6727049350738525,0.9992572665214539
11011,5,4233,0.4977557361125946,0.6682788729667664,0.999092698097229
110110,6,2126,0.4882408380508423,0.619803786277771,0.9925135970115662
1101100,7,1088,0.515625,0.6324073672294617,0.9956167936325073
11011000,8,527,0.4876660406589508,0.6409609913825989,0.996967613697052
11011001,8,561,1.0,0.6816529631614685,0.9995065927505493
1101101,7,1038,1.0,0.6679942607879639,0.999081015586853
11011011,8,1038,0.5057803392410278,0.6668137311935425,0.9990308284759521
110111,6,2107,1.0,0.6594952940940857,0.9986555576324463
1101111,7,2107,0.49833887815475464,0.661722719669342,0.9987825751304626
11011110,8,1057,0.5146641731262207,0.6375547647476196,0.9964866638183594
11011111,8,1050,1.0,0.6695790886878967,0.9991443157196045
111,3,16436,0.7472621202468872,0.6671390533447266,0.9990448355674744
1110,4,4154,0.5163697600364685,0.6198349595069885,0.9925234913825989
11100,5,2009,0.4952712655067444,0.6330035924911499,0.9957274198532104
111000,6,1014,0.4921104609966278,0.6404704451560974,0.9969025254249573
1110000,7,515,0.5009709000587463,0.6409401297569275,0.9969648718833923
11100000,8,257,0.4941634237766266,0.6461102962493896,0.9975758194923401
11100001,8,258,1.0,0.7024976015090942,0.9998145699501038
1110001,7,499,1.0,0.6811072826385498,0.9994940757751465
11100011,8,499,0.48697394132614136,0.6785309314727783,0.9994304776191711
111001,6,995,1.0,0.6762333512306213,0.9993675351142883
1110011,7,995,0.5005025267601013,0.6685870289802551,0.9991051554679871
11100110,8,497,0.5432595610618591,0.6144711971282959,0.9906358122825623
11100111,8,498,1.0,0.6630632877349854,0.998853325843811
11101,5,2145,1.0,0.6714935898780823,0.9992153644561768
111011,6,2144,0.48880597949028015,0.6661666035652161,0.9990022778511047
1110110,7,1096,0.48813867568969727,0.6241844892501831,0.9937783479690552
11101100,8,561,0.5080214142799377,0.631382405757904,0.9954202175140381
11101101,8,535,1.0,0.6726800203323364,0.999256432056427
1110111,7,1048,1.0,0.6588068008422852,0.9986138343811035
11101111,8,1048,0.5028625726699829,0.6658511161804199,0.9989879727363586
1111,4,12282,0.6617814898490906,0.6627076864242554,0.998835027217865
11110,5,4154,0.5163697600364685,0.6294644474983215,0.9950292706489563
111100,6,2009,0.4952712655067444,0.637090265750885,0.9964156150817871
1111000,7,1014,0.4921104609966278,0.6397736072540283,0.9968076944351196
11110000,8,515,0.5009709000587463,0.6399940252304077,0.9968379735946655
11110001,8,499,1.0,0.694447934627533,0.9997281432151794
1111001,7,995,1.0,0.6744383573532104,0.9993135929107666
11110011,8,995,0.5005025267601013,0.670695960521698,0.9991864562034607
111101,6,2145,1.0,0.6701709628105164,0.9991669654846191
1111011,7,2144,0.48880597949028015,0.6648425459861755,0.9989411234855652
11110110,8,1096,0.48813867568969727,0.6198916435241699,0.9925411939620972
11110111,8,1048,1.0,0.6602635383605957,0.998700737953186
11111,5,8128,0.7472932934761047,0.6639582514762878,0.9988982677459717
111110,6,2054,0.5175268054008484,0.6361616253852844,0.9962693452835083
1111100,7,991,0.5156407952308655,0.6394859552383423,0.9967677593231201
11111000,8,480,0.47083333134651184,0.6316882967948914,0.9954797029495239
11111001,8,511,1.0,0.6800925731658936,0.9994699358940125
1111101,7,1063,1.0,0.6692973375320435,0.9991334080696106
11111011,8,1062,0.48022598028182983,0.66194748878479,0.998794674873352
111111,6,6074,0.6618373394012451,0.6647555828094482,0.9989369511604309
1111110,7,2054,0.5175268054008484,0.640440821647644,0.9968985319137573
11111100,8,991,0.5156407952308655,0.626287043094635,0.9943091869354248
11111101,8,1063,1.0,0.6674033999443054,0.9990561604499817
1111111,7,4020,0.7457711696624756,0.6656405925750732,0.9989783763885498
11111110,8,1022,0.5362035036087036,0.6241973042488098,0.9937817454338074
11111111,8,2998,0.6591060757637024,0.6631428003311157,0.9988573789596558
