history,L,count,p_emp,p_model,p_calibrated
0111,4,6730,0.5011886954307556,0.5472766757011414,0.4959864020347595
01110,5,3357,1.0,0.941891610622406,1.0
011101,6,3357,0.509085476398468,0.5482599139213562,0.5135419368743896
0111010,7,1648,1.0,0.975037693977356,1.0
01110101,8,1648,0.5,0.5496364831924438,0.5380656123161316
0111011,7,1709,0.4839087128639221,0.5493086576461792,0.5322361588478088
01110110,8,882,1.0,0.9903258085250854,1.0
01110111,8,827,0.5175332427024841,0.5502895712852478,0.5496492385864258
01111,5,3373,0.48888230323791504,0.5478094220161438,0.5054982304573059
011110,6,1724,1.0,0.9804139733314514,1.0
0111101,7,1724,0.502900242805481,0.5492463707923889,0.5311285853385925
01111010,8,857,1.0,0.9870320558547974,1.0
01111011,8,867,0.512110710144043,0.5503676533699036,0.5510305166244507
011111,6,1649,0.5057610869407654,0.5483608841896057,0.515343189239502
0111110,7,815,1.0,0.9887274503707886,1.0
01111101,8,815,0.5190184116363525,0.5502837300300598,0.5495457053184509
0111111,7,834,0.5107913613319397,0.5489456653594971,0.5257729887962341
01111110,8,408,1.0,0.9881988763809204,1.0
01111111,8,426,0.5187793374061584,0.5495474934577942,0.5364848375320435
1,1,53441,0.5030407309532166,0.5459244847297668,0.47187793254852295
10,2,26558,1.0,0.6929299235343933,0.9999837875366211
101,3,26558,0.5057986378669739,0.5466983318328857,0.4856645464897156
1010,4,13125,1.0,0.8174689412117004,1.0
10101,5,13125,0.5067428350448608,0.547575831413269,0.5013280510902405
101010,6,6474,1.0,0.9272961020469666,1.0
1010101,7,6474,0.5047883987426758,0.5485680103302002,0.5190398693084717
10101010,8,3206,1.0,0.9731981754302979,1.0
10101011,8,3267,0.4903581142425537,0.5492487549781799,0.5311700105667114
101011,6,6650,0.4932330846786499,0.548403799533844,0.5161099433898926
1010110,7,3370,1.0,0.9848868250846863,1.0
10101101,8,3370,0.4964391589164734,0.549218475818634,0.5306312441825867
1010111,7,3280,0.5076219439506531,0.5491049885749817,0.5286107659339905
10101110,8,1615,1.0,0.9911596179008484,1.0
10101111,8,1665,0.49669671058654785,0.5497580766677856,0.5402261018753052
1011,4,13432,0.5010423064231873,0.5473639965057373,0.4975447356700897
10110,5,6702,1.0,0.9346327185630798,1.0
101101,6,6702,0.4974634349346161,0.5484046339988708,0.5161246061325073
1011010,7,3368,1.0,0.9814600944519043,1.0
10110101,8,3368,0.5074228048324585,0.5494338274002075,0.5344631671905518
1011011,7,3334,0.5137972235679626,0.5492435097694397,0.5310763716697693
10110110,8,1621,1.0,0.9888942837715149,1.0
10110111,8,1713,0.483946293592453,0.5500082969665527,0.5446656942367554
10111,5,6730,0.5011886954307556,0.5480785965919495,0.5103043913841248
101110,6,3357,1.0,0.9823634624481201,1.0
1011101,7,3357,0.509085476398468,0.549224853515625,0.5307455062866211
10111010,8,1648,1.0,0.985123336315155,1.0
10111011,8,1709,0.4839087128639221,0.5501105189323425,0.546478271484375
101111,6,3373,0.48888230323791504,0.5488408803939819,0.5239050388336182
1011110,7,1724,1.0,0.9928332567214966,1.0
10111101,8,1724,0.502900242805481,0.5500591397285461,0.5455682873725891
1011111,7,1649,0.5057610869407654,0.5496437549591064,0.5381954312324524
10111110,8,815,1.0,0.9889596700668335,1.0
10111111,8,834,0.5107913613319397,0.5504839420318604,0.5530874133110046
11,2,26882,0.5003347992897034,0.5467423796653748,0.4864503741264343
110,3,13432,1.0,0.8315808773040771,1.0
1101,4,13432,0.5048391819000244,0.5473825931549072,0.497877836227417
11010,5,6651,1.0,0.9268463253974915,1.0
110101,6,6651,0.5086452960968018,0.5486090779304504,0.5197715759277344
1101010,7,3268,1.0,0.9797458052635193,1.0
11010101,8,3268,0.5055079460144043,0.5494274497032166,0.5343502759933472
1101011,7,3383,0.4960094690322876,0.549437403678894,0.534526526927948
11010110,8,1705,1.0,0.9868592023849487,1.0
11010111,8,1678,0.5143027305603027,0.5500469207763672,0.5453507900238037
11011,5,6781,0.5086270570755005,0.5482660531997681,0.5136509537696838
110110,6,3332,1.0,0.979492723941803,1.0
1101101,7,3332,0.49849939346313477,0.5494202971458435,0.5342229604721069
11011010,8,1671,1.0,0.982751190662384,1.0
11011011,8,1661,0.5213726758956909,0.5501683950424194,0.547503650188446
110111,6,3449,0.4952160120010376,0.5491575598716736,0.529547393321991
1101110,7,1741,1.0,0.992429792881012,1.0
11011101,8,1741,0.504882276058197,0.5501341819763184,0.5468970537185669
1101111,7,1708,0.4812646508216858,0.5499933958053589,0.5444009900093079
11011110,8,886,1.0,0.9876505732536316,1.0
11011111,8,822,0.5048661828041077,0.5507586598396301,0.5579373836517334
111,3,13450,0.4996282458305359,0.5472766757011414,0.4959864020347595
1110,4,6730,1.0,0.941891610622406,1.0
11101,5,6730,0.5121842622756958,0.5482599139213562,0.5135419368743896
111010,6,3283,1.0,0.975037693977356,1.0
1110101,7,3283,0.5098994970321655,0.5496364831924438,0.5380656123161316
11101010,8,1609,1.0,0.9769564270973206,1.0
11101011,8,1674,0.4928315281867981,0.5502532720565796,0.5490067601203918
111011,6,3447,0.5036263465881348,0.5493086576461792,0.5322361588478088
1110110,7,1711,1.0,0.9903258085250854,1.0
11101101,8,1711,0.5002922415733337,0.5502251386642456,0.5485077500343323
1110111,7,1736,0.5063363909721375,0.5502895712852478,0.5496492385864258
11101110,8,857,1.0,0.9839081168174744,1.0
11101111,8,879,0.4664391279220581,0.5509861707687378,0.5619473457336426
1111,4,6720,0.4980654716491699,0.5478094220161438,0.5054982304573059
11110,5,3373,1.0,0.9804139733314514,1.0
111101,6,3373,0.5152683258056641,0.5492463707923889,0.5311285853385925
1111010,7,1635,1.0,0.9870320558547974,1.0
11110101,8,1635,0.5198776721954346,0.550251305103302,0.548971951007843
1111011,7,1738,0.5230149626731873,0.5503676533699036,0.5510305166244507
11110110,8,829,1.0,0.9774969220161438,1.0
11110111,8,909,0.49614962935447693,0.5511103868484497,0.564133882522583
11111,5,3347,0.507319986820221,0.5483608841896057,0.515343189239502
111110,6,1649,1.0,0.9887274503707886,1.0
1111101,7,1649,0.5281988978385925,0.5502837300300598,0.5495457053184509
11111010,8,778,1.0,0.9662833213806152,1.0
11111011,8,871,0.5338690876960754,0.5510304570198059,0.562727689743042
111111,6,1698,0.5088339447975159,0.5489456653594971,0.5257729887962341
1111110,7,834,1.0,0.9881988763809204,1.0
11111101,8,834,0.5371702909469604,0.550850510597229,0.559558093547821
1111111,7,864,0.5069444179534912,0.5495474934577942,0.5364848375320435
11111110,8,426,1.0,0.9450448155403137,1.0
11111111,8,438,0.4954337775707245,0.5472573041915894,0.49563977122306824
